# WIC3-J1-J2 WG3-A-B WF3-J01-J02 023-A-B WST1-J1-J2 026-A-B WLNA2-J05-J06 029-A-B WST5-J1-J2 031-A-B WISOK3-1-2 032-A-B WD3-J1-J3 033-A-B WISOK11-1-2 164-A-B WSC14-J3-J2 173-A-B WST14-J1-J3 WU49.1-J2-J1 076-A-B WU49.2-J1-J2 WST20-J3-J2 397-A-B WST46-J1-J2 190-A-B W3CN9-J01-J02 191-A-B WST55-J1-J2 218-A-B WDTP1-J98-J59 226-A-B WST61-J1-J2 242-A-B WU63-J1-J2 W4CN1-J11-J12 243-A-B WST66-J1-J2 270-A-B WF18-J1-J2 271-A-B WISOK22-1-2 272-A-B WD10-1-3 273-A-B WISOK29-1-2 274-A-B WU69-J1-J2 WST70-J1-J2 297-A-B W5CN5-J01-J02 303-A-B WST74-J1-J2 WU74.1-J2-J1 328-A-B WU74.2-J1-J2 WSC18-J4-J3 330-A-B WIM2-I2-O2 343-A-B WSC21-J1-J2 342-A-B WU85-J1-J2 WST79-J1-J2 352-A-B WU92-J1-J2 WCPA3-J01B-J02B 3BT-A-B WU3B-J1-J2 WTW3B-Input-Output WG22.1-A-B WG22.2-A-B WG22.3-A-B WISO6-J01-J02 WG23-A-B WSR6-J4-J2 WG24.1-A-B WG24.2-A-B WG24.3-A-B WG24.4-A-B WOM2-J06-J08 WG37.1-A-B WG37.2-A-B WG37.3-A-B WG37.4-A-B WOC1-1-2
# 6475.0_250.0_-45.0H_CIF-5800.0G30.0_SKA18460_KKA0_MLO10_
DTP={'TC_N': 1, 'TC_R': 0, 'G_N': 1, 'G_R': 0, 'B1': 1, 'B2': 1, 'B3': 0, 'B4': 0, 'INV': 0, 'ALC': 0, 'G_NUM': -26, 'ALC_LEVEL': -26, 'LO': -320}
# Ch5
# Freq, Gain 
20660.0,-4.653654748024131
20661.004016064257,-4.370720975903467
20662.008032128513,-4.126435321426754
20663.01204819277,-3.9225689733288647
20664.016064257026,-3.7462726542689495
20665.020080321287,-3.5848999783750273
20666.024096385543,-3.4352801348611166
20667.0281124498,-3.30466663615433
20668.032128514056,-3.1913764878305173
20669.036144578313,-3.1024824472719885
20670.04016064257,-3.0249443367899644
20671.044176706826,-2.964677890260077
20672.048192771083,-2.9104465375708983
20673.052208835343,-2.860723420200067
20674.0562248996,-2.808813534197661
20675.060240963856,-2.7626843147697926
20676.064257028112,-2.7125507445275403
20677.06827309237,-2.6665859675189196
20678.072289156626,-2.6114169808948304
20679.076305220882,-2.545081790688222
20680.08032128514,-2.482502758909682
20681.0843373494,-2.424639625853935
20682.088353413656,-2.366585652015715
20683.092369477912,-2.304424965387426
20684.09638554217,-2.253039897436409
20685.100401606425,-2.207889633847877
20686.104417670682,-2.1632890504416764
20687.10843373494,-2.1169315366279093
20688.112449799195,-2.075696150805456
20689.116465863455,-2.032562743460346
20690.12048192771,-1.9842278622791127
20691.12449799197,-1.9289564597467788
20692.128514056225,-1.8818301066106073
20693.13253012048,-1.836707361710154
20694.136546184738,-1.7876403230882474
20695.140562248995,-1.7382098386795377
20696.14457831325,-1.6876184245011316
20697.14859437751,-1.6344433921417405
20698.152610441768,-1.579881003408019
20699.156626506025,-1.5247764526966492
20700.16064257028,-1.468873331286261
20701.164658634538,-1.4115657586085746
20702.168674698794,-1.3504191223742978
20703.17269076305,-1.2954187113470255
20704.176706827307,-1.2471507764609697
20705.180722891568,-1.2029612135355805
20706.184738955824,-1.169371899540181
20707.18875502008,-1.131574926456416
20708.192771084337,-1.0963421172331422
20709.196787148594,-1.0664069844648765
20710.20080321285,-1.0267188721466525
20711.204819277107,-0.9916805175416457
20712.208835341364,-0.9498556320153924
20713.212851405624,-0.9022537356235034
20714.21686746988,-0.8531988199032128
20715.220883534137,-0.7984083035308274
20716.224899598394,-0.742620849784636
20717.22891566265,-0.6860743809133965
20718.232931726907,-0.6354752248494648
20719.236947791163,-0.5868168414752546
