# WIC1-J1-J2 WG1-A-B WF1-J01-J02 001-A-B WSC1-J4-J1 003-A-B WLNA1-J02-J03 007-A-B WSC3-J1-J2 011-A-B WISOK1-1-2 012-A-B WD1-J1-J3 013-A-B WISOK7-1-2 014-A-B WSC10-J1-J2 169-A-B WST10-J1-J3 WU39.1-J2-J1 064-A-B WU39.2-J1-J2 WST16-J3-J2 151-A-B WST40-J1-J4 199-B-A WST41-J3-J2 180-A-B W3CN4-J01-J02 181-A-B WST50-J1-J2 213-A-B WDTP1-J48-J39 224-A-B WST59-J1-J2 238-A-B WU61-J1-J2 W4CN2-J11-J12 239-A-B WST64-J1-J2 256-A-B WF16-J1-J2 257-A-B WISOK20-1-2 258-A-B WD8-1-3 259-A-B WISOK25-1-2 260-A-B WU67-J1-J2 WST68-J1-J2 295-A-B W5CN3-J01-J02 301-A-B WST72-J1-J2 318-A-B WISOK40-1-2 319-A-B WU72-J1-J2 WD16-J1-J2 322-A-B WISOK44-1-2 323-A-B WSC16-J4-J1 324-A-B WIM1-I4-O4 WU84-J2-J1 340-A-B WST78-J1-J2 351-A-B WU91-J1-J2 WCPA3-J01A-J02A 3AT-A-B WU3A-J1-J2 WTW3A-Input-Output WG19.1-A-B WG19.2-A-B WG19.3-A-B WISO5-J01-J02 WG20-A-B WSR5-J4-J2 WG21.1-A-B WG21.2-A-B WG21.3-A-B WG21.4-A-B WOM2-J04-J08 WG37.1-A-B WG37.2-A-B WG37.3-A-B WG37.4-A-B WOC1-1-2
# 5725.0_80.0_-45.0H_CIF-5050.0G30.0_SKA18220_KKA0_MLO10_
DTP={'TC_N': 1, 'TC_R': 0, 'G_N': 1, 'G_R': 0, 'B1': 1, 'B2': 1, 'B3': 0, 'B4': 0, 'INV': 0, 'ALC': 0, 'G_NUM': -26, 'ALC_LEVEL': -26, 'LO': -240}
# Ch4
# Freq, Gain 
20500.0,-2.680965489547141
20501.01265822785,-2.397767620945274
20502.025316455696,-2.1397514645582163
20503.037974683546,-1.9336994005768133
20504.050632911392,-1.7642860705242782
20505.063291139242,-1.6058476288318815
20506.07594936709,-1.4853292501698334
20507.08860759494,-1.3896675580910838
20508.101265822785,-1.3008210909734714
20509.113924050635,-1.2112550928191794
20510.12658227848,-1.1243061097544143
20511.13924050633,-1.0557774760631347
20512.151898734177,-0.9978327753661773
20513.164556962027,-0.9311919446908945
20514.177215189873,-0.8636758556158171
20515.189873417723,-0.8112863141156268
20516.20253164557,-0.7642025393755603
20517.21518987342,-0.7293692219698045
20518.227848101265,-0.6984317617868925
20519.240506329115,-0.6936192700473924
20520.25316455696,-0.7050311252341785
20521.26582278481,-0.7150532879839631
20522.278481012658,-0.7036764390670882
20523.291139240508,-0.7010417276937204
20524.303797468354,-0.6951381888990085
20525.316455696204,-0.6907749361935984
20526.32911392405,-0.6433156912010887
20527.3417721519,-0.5987728178221658
20528.354430379746,-0.5504528785212202
20529.367088607596,-0.5214857738962593
20530.379746835442,-0.4771054414588676
20531.392405063292,-0.4267723399698724
20532.40506329114,-0.4055959104417468
20533.41772151899,-0.39417164360600765
20534.430379746835,-0.38168796856159304
20535.443037974685,-0.35072762092070064
20536.45569620253,-0.3375396316553605
20537.46835443038,-0.33525103799773603
20538.481012658227,-0.32885692695489865
20539.493670886077,-0.31073003416670986
20540.506329113923,-0.30201417109739737
20541.518987341773,-0.2897165734371825
20542.53164556962,-0.282405487513266
20543.54430379747,-0.24071320986134026
20544.556962025315,-0.2008158840611074
20545.569620253165,-0.17205624994061708
20546.58227848101,-0.1668808657822325
20547.59493670886,-0.14299939514130244
20548.607594936708,-0.12053039854035319
20549.620253164558,-0.11415172668189655
20550.632911392404,-0.11677176056733884
20551.645569620254,-0.12252665981610988
20552.6582278481,-0.12353389860267328
20553.67088607595,-0.12821699509759554
20554.683544303796,-0.1470470084813158
20555.696202531646,-0.15420879647670915
20556.708860759492,-0.12585925926037334
20557.721518987342,-0.10787031448867168
20558.73417721519,-0.0956483356568043
20559.74683544304,-0.07200944304145196
20560.759493670885,-0.03436190270428341
20561.772151898735,-0.018047065522864614
20562.78481012658,-0.0023109393379669996
20563.79746835443,-0.009032420616854608
20564.810126582277,0.0
20565.822784810127,-0.0007129183418399521
20566.835443037973,-0.029176621742131204
20567.848101265823,-0.0661738086461412
20568.86075949367,-0.11430120855246173
20569.87341772152,-0.14726890287557381
20570.886075949365,-0.21253578216197155
20571.898734177215,-0.27524034593588453
20572.91139240506,-0.3352355481602487
20573.92405063291,-0.3962154911894231
20574.936708860758,-0.4746923607881115
20575.949367088608,-0.5789971247039389
20576.962025316454,-0.6812964338327276
20577.974683544304,-0.8104313046187315
20578.98734177215,-0.9975525157256726
20580.0,-1.2470500856730595
