# WIC6-J1-J2 WG6-A-B WF6-J01-J02 040-A-B WST4-J1-J4 043-A-B WLNA3-J08-J09 046-A-B WST8-J4-J2 051-A-B WISOK6-1-2 052-A-B WD6-J1-J3 053-A-B WISOK17-1-2 167-A-B WSC11-J3-J2 170-A-B WST11-J1-J3 WU43.1-J2-J1 067-A-B WU43.2-J1-J2 WST17-J3-J2 394-A-B WST43-J1-J4 196-B-A WST44-J3-J4 195-B-A WST45-J3-J4 194-B-A WST46-J3-J4 192-A-B W3CN10-J01-J02 193-A-B WST56-J1-J2 219-A-B WDTP1-J108-J69 227-A-B WST62-J1-J2 244-A-B WU64-J1-J2 W4CN1-J21-J22 245-A-B WST66-J4-J2 270-A-B WF18-J1-J2 271-A-B WISOK22-1-2 272-A-B WD10-1-3 273-A-B WISOK29-1-2 274-A-B WU69-J1-J2 WST70-J1-J4 298-B-A W5CN6-J01-J02 304-A-B WST74-J4-J3 310-A-B WST73-J4-J2 WU73.1-J2-J1 326-A-B WU73.2-J1-J2 WSC17-J4-J3 327-A-B WIM2-I1-O1 341-A-B WSC22-J1-J2 344-A-B WU86-J1-J2 WST80-J1-J4 354-A-B WU94-J1-J2 WCPA4-J01B-J02B 4BT-A-B WU4B-J1-J2 WTW4B-Input-Output WG28.1-A-B WG28.2-A-B WG28.3-A-B WISO8-J01-J02 WG29-A-B WSR8-J4-J1 WG35-A-B WSR7-J3-J2 WG27.1-A-B WG27.2-A-B WG27.3-A-B WOM2-J07-J08 WG37.1-A-B WG37.2-A-B WG37.3-A-B WG37.4-A-B WOC1-1-2
# 6475.0_250.0_-45.0H_CIF-5800.0G30.0_SKA18740_KKA0_MLO10_
DTP={'TC_N': 1, 'TC_R': 0, 'G_N': 1, 'G_R': 0, 'B1': 1, 'B2': 1, 'B3': 0, 'B4': 0, 'INV': 0, 'ALC': 0, 'G_NUM': -26, 'ALC_LEVEL': -26, 'LO': -320}
# Ch6
# Freq, Gain 
20940.0,-3.383318954366281
20941.004016064257,-3.2370967876501027
20942.008032128513,-3.0928707401309765
20943.01204819277,-2.9578770340241007
20944.016064257026,-2.831032789862242
20945.020080321287,-2.705661806359238
20946.024096385543,-2.585174321108724
20947.0281124498,-2.471813874822139
20948.032128514056,-2.361466834616799
20949.036144578313,-2.261163193296319
20950.04016064257,-2.166716704299759
20951.044176706826,-2.0879569520417363
20952.048192771083,-2.0117234601131457
20953.052208835343,-1.935834561631161
20954.0562248996,-1.8591953835799373
20955.060240963856,-1.7881052683734069
20956.064257028112,-1.7155358542068129
20957.06827309237,-1.648201815273886
20958.072289156626,-1.5820090654685401
20959.076305220882,-1.5121295224933746
20960.08032128514,-1.4452663695154655
20961.0843373494,-1.3944760241194487
20962.088353413656,-1.3439044008028276
20963.092369477912,-1.2952778886852059
20964.09638554217,-1.2595582051877514
20965.100401606425,-1.2294183323669259
20966.104417670682,-1.202890147604741
20967.10843373494,-1.174468785204148
20968.112449799195,-1.1562198376207817
20969.116465863455,-1.1366623605668806
20970.12048192771,-1.1161096548335792
20971.12449799197,-1.092542645508864
20972.128514056225,-1.080575514659543
20973.13253012048,-1.0707407574517163
20974.136546184738,-1.0584419986456268
20975.140562248995,-1.0443030244769815
20976.14457831325,-1.0358135028089492
20977.14859437751,-1.0230987118921817
20978.152610441768,-1.0006178590395294
20979.156626506025,-0.9816221405692147
20980.16064257028,-0.9581389116057153
20981.164658634538,-0.9356184855728671
20982.168674698794,-0.9086790591515879
20983.17269076305,-0.884511898864595
20984.176706827307,-0.8625024516156898
20985.180722891568,-0.8412955550512677
20986.184738955824,-0.8346109904174313
20987.18875502008,-0.8310254306195617
20988.192771084337,-0.8185790817466199
20989.196787148594,-0.8071013576114581
20990.20080321285,-0.7891136550329563
20991.204819277107,-0.7759108703329716
20992.208835341364,-0.7535366516369066
20993.212851405624,-0.7329292370127263
20994.21686746988,-0.7144114903709635
20995.220883534137,-0.6871346479095521
20996.224899598394,-0.6514372272969453
20997.22891566265,-0.6205846393817325
20998.232931726907,-0.6006195920127979
20999.236947791163,-0.5842095414501713
21000.24096385542,-0.569247737220067
21001.24497991968,-0.5665132653661331
21002.248995983937,-0.5647692332488887
21003.253012048193,-0.555940117912975
21004.25702811245,-0.555978002786965
21005.261044176706,-0.5509677284637959
21006.265060240963,-0.5473447355569476
21007.26907630522,-0.5269513088294389
21008.273092369476,-0.5009738988168735
21009.277108433736,-0.4807587331250147
21010.281124497993,-0.45852677921012486
21011.28514056225,-0.43534722413090776
21012.289156626506,-0.4129735236450003
21013.293172690763,-0.4078255922143441
21014.29718875502,-0.402991755324841
21015.301204819276,-0.3937509351725126
21016.305220883532,-0.39937242243782833
