# WIC2-J1-J2 WG2-A-B WF2-J01-J02 002-A-B WSC2-J4-J3 006-A-B WLNA1-J08-J09 010-A-B WSC4-J3-J2 017-A-B WISOK2-1-2 018-A-B WD2-J1-J3 019-A-B WISOK9-1-2 020-A-B WSC9-J1-J2 168-A-B WST9-J1-J3 WU37.1-J2-J1 061-A-B WU37.2-J1-J2 WST15-J3-J2 150-A-B WST39-J1-J2 176-A-B W3CN2-J01-J02 177-A-B WST48-J1-J2 211-A-B WDTP1-J28-J49 225-A-B WST60-J1-J2 240-A-B WU62-J1-J2 W4CN2-J21-J22 241-A-B WST65-J1-J2 263-A-B WF17-J1-J2 264-A-B WISOK21-1-2 265-A-B WD9-1-3 266-A-B WISOK27-1-2 267-A-B WU68-J1-J2 WST69-J1-J2 296-A-B W5CN4-J01-J02 302-A-B WST73-J1-J2 WU73.1-J2-J1 326-A-B WU73.2-J1-J2 WSC17-J4-J3 327-A-B WIM2-I1-O1 341-A-B WSC22-J1-J4 345-A-B WST81-J1-J2 362-A-B W6CN2-J01-J02 363-A-B WSX4-J2-J1 WSCW1-J3-J2 WSX1-J1-J2 367-A-B WSX1M-J2-J1 WSA1-J1-J4 WSX4M-J1-J2 369-A-B WCP1M-J1-J2 370-A-B WTW1M-Input-Output WAD1.1-A-B WG42.1-A-B WG42.2-A-B WG42.3-A-B WAD1.2-A-B WS1M-I/P-0/P WAD1.3-A-B WG43.1-A-B WG43.2-A-B WAD1.4-A-B WSA3-J1-J2 WAD1.13-A-B WG48-A-B WAD5.1-A-B WOM1-J01-J03 WAD8-A-B WG49-A-B WOC2-1-2
# 6475.0_250.0_-45.0H_CIF-5800.0G30.0_SKA18740_KKA11570_MLO10_
DTP={'TC_N': 1, 'TC_R': 0, 'G_N': 1, 'G_R': 0, 'B1': 1, 'B2': 1, 'B3': 0, 'B4': 0, 'INV': 0, 'ALC': 0, 'G_NUM': -26, 'ALC_LEVEL': -26, 'LO': -320}
# Ch6M
# Freq, Gain 
32510.0,-2.686484866937171
32511.004016064257,-2.5604036057800172
32512.008032128513,-2.4333706519389864
32513.01204819277,-2.323742843005448
32514.016064257026,-2.2290006948294945
32515.020080321287,-2.12891887038991
32516.024096385543,-2.021720691636375
32517.0281124498,-1.9167068650999184
32518.032128514056,-1.8299699061312396
32519.036144578313,-1.7627000771544417
32520.04016064257,-1.699468846838002
32521.044176706826,-1.6341046337709884
32522.048192771083,-1.5721913095214717
32523.052208835343,-1.5178505256814674
32524.0562248996,-1.4657026248027663
32525.060240963856,-1.4147465469655742
32526.064257028112,-1.3598585317082978
32527.06827309237,-1.309104725207746
32528.072289156626,-1.2594904160754368
32529.076305220882,-1.2031714630273385
32530.08032128514,-1.143742006647713
32531.0843373494,-1.0929726781002174
32532.088353413656,-1.0353471041159708
32533.092369477912,-0.9912834063315756
32534.09638554217,-0.9605450887549409
32535.100401606425,-0.9371797992040527
32536.104417670682,-0.9037269966832469
32537.10843373494,-0.875954143389265
32538.112449799195,-0.8510658806366891
32539.116465863455,-0.8337245460867067
32540.12048192771,-0.8170630159302732
32541.12449799197,-0.7921853183140399
32542.128514056225,-0.7742992173843533
32543.13253012048,-0.7607025033560078
32544.136546184738,-0.7493875852247172
32545.140562248995,-0.7364559524354064
32546.14457831325,-0.7296460891150787
32547.14859437751,-0.7209627878339688
32548.152610441768,-0.6991043209007657
32549.156626506025,-0.679653958937898
32550.16064257028,-0.6578548038285916
32551.164658634538,-0.6309675224828553
32552.168674698794,-0.6015847130721781
32553.17269076305,-0.579249792248369
32554.176706827307,-0.554195962015342
32555.180722891568,-0.5353061103594143
32556.184738955824,-0.5258538042091345
32557.18875502008,-0.5145332691822659
32558.192771084337,-0.4995092863874433
32559.196787148594,-0.49174583102833935
32560.20080321285,-0.47455026037292924
32561.204819277107,-0.456125548512027
32562.208835341364,-0.43254790051786074
32563.212851405624,-0.41185056154600375
32564.21686746988,-0.39309189836671266
32565.220883534137,-0.3618207979176802
32566.224899598394,-0.3382287218077309
32567.22891566265,-0.3153405676548786
32568.232931726907,-0.29754410022135147
32569.236947791163,-0.2819557593758759
32570.24096385542,-0.26334852051434154
32571.24497991968,-0.258106438569186
32572.248995983937,-0.2569078510738976
32573.253012048193,-0.24922058167598493
32574.25702811245,-0.24912537580727445
32575.261044176706,-0.2451410914359684
32576.265060240963,-0.24222459024688447
32577.26907630522,-0.22102732484554366
32578.273092369476,-0.19965125755241786
32579.277108433736,-0.1762489685181592
32580.281124497993,-0.1588084742205922
32581.28514056225,-0.14434740121359368
32582.289156626506,-0.13307331491606078
32583.293172690763,-0.12263887580629529
32584.29718875502,-0.11273444427970958
32585.301204819276,-0.10620037718233988
32586.305220883532,-0.1225970602472728
32587.309236947793,-0.1372350695264828
32588.31325301205,-0.1464084544813673
32589.317269076306,-0.15383937659509428
32590.321285140562,-0.16021525890427313
32591.32530120482,-0.16890973152715816
32592.329317269076,-0.16413756735684615
